game_id,date,team,opponent,half,jump_winner
401488203,2022-11-26,Milwaukee,UC Davis,1,Milwaukee
401488217,2022-11-26,Delaware,Hartford,1,Delaware
401488640,2022-11-26,Idaho State,Bethune-Cookman,1,Bethune-Cookman
401488640,2022-11-26,Idaho State,Bethune-Cookman,3,Bethune-Cookman
401488685,2022-11-26,Eastern Illinois,Alabama State,1,Eastern Illinois
401488797,2022-11-26,Western Michigan,Cleveland State,1,Western Michigan
401488815,2022-11-26,Houston,Kent State,1,Kent State
401489007,2022-11-26,Bradley,Merrimack,1,Bradley
401489062,2022-11-26,Boise State,Utah Valley,1,Boise State
401489076,2022-11-26,Cal State Fullerton,Utah Tech,1,Utah Tech
401489483,2022-11-26,California Baptist,Central Michigan,1,California Baptist
401489509,2022-11-26,Old Dominion,East Carolina,1,Old Dominion
401489528,2022-11-26,Georgia Southern,Oglethorpe,1,Georgia Southern
401489535,2022-11-26,Coastal Carolina,South Dakota,1,Coastal Carolina
401489584,2022-11-26,Kansas City,SIU Edwardsville,1,Kansas City
401489624,2022-11-26,Albany,Florida Atlantic,1,Florida Atlantic
401489633,2022-11-26,SE Louisiana,William Carey,1,William Carey
401489684,2022-11-26,UNC Asheville,Western Carolina,1,UNC Asheville
401489755,2022-11-26,Middle Tennessee,Stephen F. Austin,1,Middle Tennessee
401490526,2022-11-26,St. Francis (PA),American University,1,American University
401491717,2022-11-26,North Carolina A&T,Greensboro,1,Greensboro
401491808,2022-11-26,Western Kentucky,South Carolina State,1,Western Kentucky
401491835,2022-11-26,Hofstra,UNC Greensboro,1,Hofstra
401491879,2022-11-26,Marshall,Morehead State,1,Marshall
401491887,2022-11-26,Drake,Louisiana,1,Drake
401491892,2022-11-26,Evansville,Robert Morris,1,Evansville
401492245,2022-11-26,Southeast Missouri State,Boston University,1,Southeast Missouri State
401492257,2022-11-26,Bucknell,Marist,1,Marist
401492257,2022-11-26,Bucknell,Marist,3,Marist
401492297,2022-11-26,Chattanooga,Murray State,1,Chattanooga
401492425,2022-11-26,Green Bay,UIC,1,Green Bay
401492647,2022-11-26,Wichita State,Tarleton,1,Tarleton
401493684,2022-11-26,Western Illinois,Youngstown State,1,Western Illinois
401493743,2022-11-26,Northern Iowa,Northern Illinois,1,Northern Iowa
401494607,2022-11-26,Towson,South Alabama,1,South Alabama
401496940,2022-11-26,North Carolina Central,Gardner-Webb,1,North Carolina Central
401497512,2022-11-26,Montana State,Quinnipiac,1,Montana State
401497566,2022-11-26,Austin Peay,Howard,1,Howard
401497573,2022-11-26,Nicholls,San Diego,1,Nicholls
401497574,2022-11-26,UC Irvine,New Mexico State,1,UC Irvine
401497576,2022-11-26,Mercer,Fairfield,1,Mercer
401497580,2022-11-26,South Dakota State,James Madison,1,South Dakota State
401506451,2022-11-26,Grand Canyon,Benedictine (AZ),1,Grand Canyon
401482893,2022-11-27,Boston College,Rhode Island,1,Boston College
401482934,2022-11-27,UCF,Miami,1,Miami
401483044,2022-11-27,Auburn,Saint Louis,1,Auburn
401483054,2022-11-27,Georgia,East Tennessee State,1,East Tennessee State
401483436,2022-11-27,Arizona State,Alcorn State,1,Arizona State
401483455,2022-11-27,Colorado,Yale,1,Colorado
401483465,2022-11-27,UCLA,Bellarmine,1,Bellarmine
401485013,2022-11-27,Lehigh,Monmouth,1,Lehigh
401485319,2022-11-27,Central Arkansas,Idaho State,1,Idaho State
401485465,2022-11-27,LSU,Wofford,1,Wofford
401486393,2022-11-27,Missouri State,Oakland,1,Missouri State
401486394,2022-11-27,Ball State,San Jos̩ State,1,Ball State
401486395,2022-11-27,Vermont,Long Beach State,1,Vermont
401486396,2022-11-27,UNC Wilmington,North Texas,1,North Texas
401486733,2022-11-27,Memphis,Stanford,1,Memphis
401486734,2022-11-27,Oklahoma,Ole Miss,1,Ole Miss
401486735,2022-11-27,Nebraska,Florida State,1,Florida State
401486736,2022-11-27,Seton Hall,Siena,1,Seton Hall
401486741,2022-11-27,Oregon,Villanova,1,Oregon
401486742,2022-11-27,Michigan State,Portland,1,Michigan State
401486743,2022-11-27,UConn,Iowa State,1,Iowa State
401486744,2022-11-27,Alabama,North Carolina,1,North Carolina
401486744,2022-11-27,Alabama,North Carolina,3,Alabama
401486744,2022-11-27,Alabama,North Carolina,4,Alabama
401486744,2022-11-27,Alabama,North Carolina,5,North Carolina
401486744,2022-11-27,Alabama,North Carolina,6,North Carolina
401486749,2022-11-27,Portland State,Oregon State,1,Oregon State
401486750,2022-11-27,West Virginia,Florida,1,West Virginia
401486751,2022-11-27,Purdue,Duke,1,Purdue
401486752,2022-11-27,Gonzaga,Xavier,1,Gonzaga
401487265,2022-11-27,Jacksonville State,North Dakota State,1,Jacksonville State
401487266,2022-11-27,New Mexico,Northern Colorado,1,New Mexico
401487281,2022-11-27,Air Force,Montana,1,Air Force
401487332,2022-11-27,Brown,Maine,1,Brown
401487432,2022-11-27,Fordham,Harvard,1,Harvard
401487455,2022-11-27,Pennsylvania,Delaware,1,Pennsylvania
401487521,2022-11-27,Saint Peter's,Fairleigh Dickinson,1,Fairleigh Dickinson
401487716,2022-11-27,Eastern Michigan,UC San Diego,1,Eastern Michigan
401488205,2022-11-27,UC Davis,Southeast Missouri State,1,Southeast Missouri State
401488218,2022-11-27,Colgate,Hartford,1,Colgate
401488628,2022-11-27,Grambling,Incarnate Word,1,Incarnate Word
401488641,2022-11-27,Bethune-Cookman,Northwestern State,1,Northwestern State
401488684,2022-11-27,Ohio,Alabama State,1,Ohio
401488706,2022-11-27,Florida International,Eastern Washington,1,Florida International
401488728,2022-11-27,SMU,Lamar,1,SMU
401488824,2022-11-27,Temple,Drexel,1,Drexel
401488999,2022-11-27,Georgia State,Belmont,1,Georgia State
401489500,2022-11-27,Southern Miss,Mobile,1,Mobile
401489545,2022-11-27,Arkansas State,Bethel College (TN),1,Arkansas State
401489580,2022-11-27,North Dakota,Cal State Fullerton,1,Cal State Fullerton
401489694,2022-11-27,UMass Lowell,Stonehill,1,UMass Lowell
401489756,2022-11-27,Middle Tennessee,Montana State,1,Middle Tennessee
401491263,2022-11-27,Holy Cross,Colby-Sawyer College,1,Holy Cross
401491668,2022-11-27,NJIT,Wagner,1,NJIT
401491693,2022-11-27,Northern Arizona,Abilene Christian,1,Northern Arizona
401491705,2022-11-27,Campbell,Stetson,1,Campbell
401491705,2022-11-27,Campbell,Stetson,3,Campbell
401491740,2022-11-27,Elon,Radford,1,Elon
401491770,2022-11-27,UTSA,Dartmouth,1,Dartmouth
401491770,2022-11-27,UTSA,Dartmouth,3,UTSA
401491836,2022-11-27,Hofstra,Quinnipiac,1,Hofstra
401491872,2022-11-27,Oral Roberts,Rogers State,1,Rogers State
401491893,2022-11-27,Fairfield,Evansville,1,Evansville
401492148,2022-11-27,Milwaukee,Boston University,1,Milwaukee
401492303,2022-11-27,Northern Kentucky,Tennessee Tech,1,Northern Kentucky
401492303,2022-11-27,Northern Kentucky,Tennessee Tech,3,Northern Kentucky
401492303,2022-11-27,Northern Kentucky,Tennessee Tech,4,Tennessee Tech
401492429,2022-11-27,Buffalo,Canisius,1,Canisius
401492620,2022-11-27,Oklahoma State,Prairie View A&M,1,Oklahoma State
401493669,2022-11-27,Purdue Fort Wayne,Bluffton University,1,Purdue Fort Wayne
401493675,2022-11-27,Robert Morris,South Alabama,1,South Alabama
401493756,2022-11-27,Indiana State,Trinity (IL),1,Indiana State
401493943,2022-11-27,Samford,Tennessee Southern,1,Samford
401497079,2022-11-27,UNC Greensboro,Stephen F. Austin,1,Stephen F. Austin
401497577,2022-11-27,Mercer,Towson,1,Mercer
401497579,2022-11-27,James Madison,Valparaiso,1,James Madison
401497579,2022-11-27,James Madison,Valparaiso,3,James Madison
401479670,2022-11-28,Virginia Tech,Minnesota,1,Virginia Tech
401479671,2022-11-28,Northwestern,Pittsburgh,1,Northwestern
401483278,2022-11-28,Kansas,Texas Southern,1,Texas Southern
401487303,2022-11-28,UTSA,Incarnate Word,1,UTSA
401487322,2022-11-28,Nevada,Sam Houston,1,Nevada
401487368,2022-11-28,Dartmouth,Grambling,1,Dartmouth
401488204,2022-11-28,Boston University,UC Davis,1,UC Davis
401488204,2022-11-28,Boston University,UC Davis,3,Boston University
401488544,2022-11-28,UT Martin,McNeese,1,UT Martin
401488715,2022-11-28,Tulane,UL Monroe,1,Tulane
401489038,2022-11-28,Pacific,Cal Poly,1,Pacific
401489089,2022-11-28,UT Arlington,Howard Payne,1,UT Arlington
401489103,2022-11-28,Washington,Seattle U,1,Washington
401489566,2022-11-28,Mississippi State,Omaha,1,Mississippi State
401492366,2022-11-28,Marist,Columbia,1,Marist
401493635,2022-11-28,Milwaukee,Southeast Missouri State,1,Southeast Missouri State
401493836,2022-11-28,Southern,Champion Christian College,1,Southern
401493946,2022-11-28,Texas A&M-Commerce,Arlington Baptist,1,Texas A&M-Commerce
401493952,2022-11-28,Arkansas,Troy,1,Troy
401494409,2022-11-28,Alabama A&M,Fisk,1,Alabama A&M
401496632,2022-11-28,South Dakota,Mount Marty,1,Mount Marty
401498751,2022-11-28,San Diego,Longwood,1,San Diego
401499093,2022-11-28,Bryant,Framingham State,1,Framingham State
401479672,2022-11-29,Illinois,Syracuse,1,Syracuse
401479673,2022-11-29,Louisville,Maryland,1,Louisville
401479674,2022-11-29,Clemson,Penn State,1,Clemson
401479674,2022-11-29,Clemson,Penn State,3,Clemson
401479674,2022-11-29,Clemson,Penn State,4,Clemson
401479675,2022-11-29,Michigan,Virginia,1,Michigan
401479676,2022-11-29,Wisconsin,Wake Forest,1,Wake Forest
401479677,2022-11-29,Iowa,Georgia Tech,1,Iowa
401479684,2022-11-29,Marquette,Baylor,1,Baylor
401482943,2022-11-29,NC State,William & Mary,1,NC State
401483166,2022-11-29,Kentucky,Bellarmine,1,Kentucky
401483201,2022-11-29,Wichita State,Missouri,1,Missouri
401483201,2022-11-29,Wichita State,Missouri,3,Missouri
401484863,2022-11-29,Appalachian State,Furman,1,Appalachian State
401485052,2022-11-29,Presbyterian,VMI,1,Presbyterian
401485162,2022-11-29,St. John's,Long Island University,1,St. John's
401485320,2022-11-29,Bowling Green,Queens University,1,Queens University
401485474,2022-11-29,Houston,Norfolk State,1,Norfolk State
401486455,2022-11-29,Miami (OH),Jackson State,1,Jackson State
401486940,2022-11-29,Davidson,Charlotte,1,Charlotte
401486940,2022-11-29,Davidson,Charlotte,3,Davidson
401487333,2022-11-29,Central Connecticut,Brown,1,Central Connecticut
401487621,2022-11-29,Duquesne,UC Santa Barbara,1,Duquesne
401487699,2022-11-29,South Florida,UMass,1,UMass
401488195,2022-11-29,San Diego State,UC Irvine,1,San Diego State
401489111,2022-11-29,Grand Canyon,Alcorn State,1,Grand Canyon
401489501,2022-11-29,Southern Miss,Montana,1,Southern Miss
401489510,2022-11-29,Charleston,Old Dominion,1,Old Dominion
401489558,2022-11-29,St. Thomas - Minnesota,North Central (MN),1,St. Thomas - Minnesota
401489585,2022-11-29,Kansas City,Idaho State,1,Kansas City
401489625,2022-11-29,American University,Albany,1,Albany
401489657,2022-11-29,East Carolina,South Carolina State,1,East Carolina
401491694,2022-11-29,Northern Arizona,Ottawa University Arizona,1,Northern Arizona
401491744,2022-11-29,North Carolina Central,UNC Asheville,1,North Carolina Central
401491749,2022-11-29,Winthrop,Toccoa Falls,1,Winthrop
401491842,2022-11-29,Stony Brook,St. Joseph's (NY-Long Island),1,Stony Brook
401491873,2022-11-29,Oral Roberts,Ozark Christian,1,Oral Roberts
401491897,2022-11-29,Morehead State,Kentucky Christian,1,Morehead State
401492643,2022-11-29,Louisiana,Loyola New Orleans,1,Louisiana
401493467,2022-11-29,Boise State,Cal State Northridge,1,Cal State Northridge
401493497,2022-11-29,Tarleton,Weber State,1,Tarleton
401493806,2022-11-29,SIU Edwardsville,St. Ambrose,1,SIU Edwardsville
401496888,2022-11-29,Morgan State,VU of Lynchburg,1,Morgan State
401496898,2022-11-29,Central Michigan,Purdue Northwest,1,Purdue Northwest
401497712,2022-11-29,Cal State Bakersfield,La Sierra University,1,La Sierra University
401500676,2022-11-29,North Florida,Trinity Baptist College,1,North Florida
401504318,2022-11-29,Stetson,Johnson University (FL),1,Stetson
401479678,2022-11-30,Duke,Ohio State,1,Duke
401479679,2022-11-30,Florida State,Purdue,1,Purdue
401479680,2022-11-30,Miami,Rutgers,1,Miami
401479681,2022-11-30,Indiana,North Carolina,1,Indiana
401479682,2022-11-30,Notre Dame,Michigan State,1,Michigan State
401479683,2022-11-30,Nebraska,Boston College,1,Boston College
401479685,2022-11-30,TCU,Providence,1,Providence
401479686,2022-11-30,Texas Tech,Georgetown,1,Texas Tech
401479687,2022-11-30,Butler,Kansas State,1,Kansas State
401483034,2022-11-30,Florida,Florida A&M,1,Florida A&M
401483055,2022-11-30,Georgia,Hampton,1,Georgia
401483219,2022-11-30,George Washington,South Carolina,1,George Washington
401483234,2022-11-30,Tennessee,McNeese,1,Tennessee
401483240,2022-11-30,Texas A&M,SMU,1,Texas A&M
401483252,2022-11-30,VCU,Vanderbilt,1,VCU
401483270,2022-11-30,Iowa State,North Dakota,1,Iowa State
401485014,2022-11-30,Rider,Monmouth,1,Rider
401485163,2022-11-30,Xavier,SE Louisiana,1,Xavier
401485164,2022-11-30,DePaul,Samford,1,Samford
401485164,2022-11-30,DePaul,Samford,3,Samford
401485321,2022-11-30,Georgia Southern,Florida Gulf Coast,1,Georgia Southern
401485322,2022-11-30,Lipscomb,Navy,1,Lipscomb
401485323,2022-11-30,Loyola Chicago,Central Arkansas,1,Loyola Chicago
401485515,2022-11-30,East Tennessee State,Mars Hill,1,East Tennessee State
401487109,2022-11-30,Rice,Prairie View A&M,1,Rice
401487134,2022-11-30,UAB,Jacksonville,1,UAB
401487158,2022-11-30,New Mexico State,UTEP,1,UTEP
401487282,2022-11-30,Air Force,Arkansas-Pine Bluff,1,Arkansas-Pine Bluff
401487292,2022-11-30,Colorado State,Loyola Marymount,1,Loyola Marymount
401487356,2022-11-30,Saint Mary's,New Mexico,1,New Mexico
401487369,2022-11-30,Dartmouth,Northern Vermont - Johnson,1,Dartmouth
401487433,2022-11-30,Holy Cross,Harvard,1,Holy Cross
401487456,2022-11-30,Pennsylvania,Saint Joseph's,1,Saint Joseph's
401487456,2022-11-30,Pennsylvania,Saint Joseph's,3,Pennsylvania
401487475,2022-11-30,Yale,Howard,1,Yale
401487522,2022-11-30,Hartford,Fairleigh Dickinson,1,Fairleigh Dickinson
401487615,2022-11-30,Dayton,Western Michigan,1,Dayton
401487631,2022-11-30,Fordham,Maine,1,Fordham
401487638,2022-11-30,George Mason,Hofstra,1,Hofstra
401487638,2022-11-30,George Mason,Hofstra,3,Hofstra
401487654,2022-11-30,La Salle,Temple,1,La Salle
401487671,2022-11-30,Toledo,Richmond,1,Toledo
401487684,2022-11-30,Saint Louis,Tennessee State,1,Saint Louis
401487693,2022-11-30,St. Bonaventure,Middle Tennessee,1,Middle Tennessee
401488730,2022-11-30,Memphis,North Alabama,1,Memphis
401489023,2022-11-30,Portland,Multnomah,1,Portland
401489081,2022-11-30,UT Rio Grande Valley,Texas A&M-Corpus Christi,1,Texas A&M-Corpus Christi
401489096,2022-11-30,Southern Utah,Montana State,1,Southern Utah
401489104,2022-11-30,Seattle U,Cal State Fullerton,1,Cal State Fullerton
401489484,2022-11-30,California Baptist,UC Riverside,1,California Baptist
401489536,2022-11-30,Coastal Carolina,UNC Wilmington,1,UNC Wilmington
401489603,2022-11-30,Incarnate Word,Dallas Christian,1,Incarnate Word
401489665,2022-11-30,North Carolina A&T,UNC Greensboro,1,North Carolina A&T
401489674,2022-11-30,Cincinnati,NJIT,1,Cincinnati
401489685,2022-11-30,Western Carolina,Gardner-Webb,1,Western Carolina
401489695,2022-11-30,UMass Lowell,Merrimack,1,Merrimack
401489708,2022-11-30,UMBC,Coppin State,1,Coppin State
401489717,2022-11-30,Florida Atlantic,South Alabama,1,South Alabama
401490120,2022-11-30,Bradley,Northern Iowa,1,Northern Iowa
401490121,2022-11-30,Indiana State,Drake,1,Indiana State
401490122,2022-11-30,Evansville,Southern Illinois,1,Southern Illinois
401490123,2022-11-30,UIC,Missouri State,1,UIC
401490465,2022-11-30,St. Francis Brooklyn,Delaware State,1,St. Francis Brooklyn
401490547,2022-11-30,Army,US Merchant Marine Academy,1,Army
401491224,2022-11-30,Binghamton,Loyola Maryland,1,Binghamton
401491674,2022-11-30,New Hampshire,Sacred Heart,1,Sacred Heart
401491699,2022-11-30,Portland State,Portland Bible,1,Portland State
401491711,2022-11-30,Charleston Southern,The Citadel,1,The Citadel
401491724,2022-11-30,High Point,Elon,1,High Point
401491809,2022-11-30,Austin Peay,Western Kentucky,1,Western Kentucky
401491822,2022-11-30,Drexel,Lafayette,1,Drexel
401491880,2022-11-30,Marshall,Akron,1,Akron
401492258,2022-11-30,Bucknell,St. Francis (PA),1,Bucknell
401492298,2022-11-30,Tennessee Tech,Chattanooga,1,Chattanooga
401492351,2022-11-30,Maryland-Eastern Shore,Lehigh,1,Lehigh
401492371,2022-11-30,Princeton,Cairn University,1,Princeton
401492626,2022-11-30,South Carolina Upstate,Columbia International,1,Columbia International
401492636,2022-11-30,Florida International,Eastern Michigan,1,Florida International
401493744,2022-11-30,Eastern Illinois,Northern Illinois,1,Eastern Illinois
401493747,2022-11-30,Ohio,Cincinnati Clermont,1,Cincinnati Clermont
401493796,2022-11-30,Lindenwood,East-West University,1,East-West University
401493799,2022-11-30,San Francisco,Little Rock,1,San Francisco
401493817,2022-11-30,Western Illinois,Southern Indiana,1,Western Illinois
401493955,2022-11-30,Abilene Christian,North American University,1,Abilene Christian
401469974,2022-12-01,Purdue Fort Wayne,Detroit Mercy,1,Purdue Fort Wayne
401469975,2022-12-01,Cleveland State,Oakland,1,Cleveland State
401469976,2022-12-01,Green Bay,Milwaukee,1,Green Bay
401469977,2022-12-01,Wright State,Robert Morris,1,Robert Morris
401469978,2022-12-01,Northern Kentucky,Youngstown State,1,Youngstown State
401469978,2022-12-01,Northern Kentucky,Youngstown State,3,Northern Kentucky
401469978,2022-12-01,Northern Kentucky,Youngstown State,4,Northern Kentucky
401479688,2022-12-01,Texas,Creighton,1,Texas
401479689,2022-12-01,UConn,Oklahoma State,1,Oklahoma State
401479690,2022-12-01,Kansas,Seton Hall,1,Kansas
401483429,2022-12-01,Utah,Arizona,1,Arizona
401483437,2022-12-01,Colorado,Arizona State,1,Colorado
401483466,2022-12-01,Stanford,UCLA,1,Stanford
401486955,2022-12-01,Manhattan,Fairfield,1,Manhattan
401486956,2022-12-01,Saint Peter's,Mount St. Mary's,1,Mount St. Mary's
401487403,2022-12-01,Utah State,Utah Tech,1,Utah Tech
401488206,2022-12-01,UC Davis,Pacific,1,UC Davis
401489522,2022-12-01,Georgia State,Middle Georgia State,1,Georgia State
401489546,2022-12-01,Arkansas State,Mississippi Valley State,1,Arkansas State
401489591,2022-12-01,Houston Christian,Denver,1,Houston Christian
401489679,2022-12-01,Vermont,NVU-Lyndon,1,Vermont
401489704,2022-12-01,Wofford,Presbyterian,1,Wofford
401490124,2022-12-01,Belmont,Valparaiso,1,Valparaiso
401490125,2022-12-01,Murray State,Illinois State,1,Illinois State
401490125,2022-12-01,Murray State,Illinois State,3,Illinois State
401490311,2022-12-01,Oregon State,Washington,1,Oregon State
401490513,2022-12-01,Delaware,Cornell,1,Delaware
401491741,2022-12-01,Radford,North Carolina Central,1,North Carolina Central
401492205,2022-12-01,Bethune-Cookman,Chicago State,1,Bethune-Cookman
401482926,2022-12-02,Georgia Tech,Northeastern,1,Northeastern
401483045,2022-12-02,Auburn,Colgate,1,Auburn
401483056,2022-12-02,Georgia,Florida A&M,1,Florida A&M
401483258,2022-12-02,Gonzaga,Baylor,1,Baylor
401484833,2022-12-02,Maryland,Illinois,1,Illinois
401485324,2022-12-02,Liberty,Maryland-Eastern Shore,1,Liberty
401485466,2022-12-02,LSU,UT Arlington,1,LSU
401486941,2022-12-02,Charlotte,Appalachian State,1,Appalachian State
401486957,2022-12-02,Iona,Niagara,1,Iona
401486958,2022-12-02,Siena,Canisius,1,Canisius
401487334,2022-12-02,Bryant,Brown,1,Bryant
401487434,2022-12-02,Harvard,UMass,1,Harvard
401487570,2022-12-02,Long Island University,Towson,1,Towson
401488388,2022-12-02,NC State,Pittsburgh,1,NC State
401488389,2022-12-02,Clemson,Wake Forest,1,Clemson
401488721,2022-12-02,South Florida,Charleston Southern,1,South Florida
401488816,2022-12-02,Kent State,South Dakota State,1,Kent State
401488993,2022-12-02,Idaho,Northern Illinois,1,Idaho
401489517,2022-12-02,James Madison,Eastern Kentucky,1,James Madison
401489647,2022-12-02,Mercer,Kennesaw State,1,Mercer
401489658,2022-12-02,East Carolina,Campbell,1,Campbell
401492246,2022-12-02,Merrimack,Boston University,1,Merrimack
401493614,2022-12-02,San Diego State,Occidental,1,San Diego State
401493837,2022-12-02,Louisiana Tech,Southern,1,Southern
401507120,2022-12-02,UC San Diego,Bethesda University,1,UC San Diego
401469979,2022-12-03,Purdue Fort Wayne,Oakland,1,Oakland
401469979,2022-12-03,Purdue Fort Wayne,Oakland,3,Purdue Fort Wayne
401469980,2022-12-03,Cleveland State,Detroit Mercy,1,Cleveland State
401469981,2022-12-03,Milwaukee,IUPUI,1,IUPUI
401469982,2022-12-03,Northern Kentucky,Robert Morris,1,Robert Morris
401479691,2022-12-03,Villanova,Oklahoma,1,Oklahoma
401483211,2022-12-03,Memphis,Ole Miss,1,Ole Miss
401483220,2022-12-03,Georgetown,South Carolina,1,Georgetown
401483220,2022-12-03,Georgetown,South Carolina,3,Georgetown
401483241,2022-12-03,Texas A&M,Boise State,1,Boise State
401483253,2022-12-03,Vanderbilt,Wofford,1,Vanderbilt
401483285,2022-12-03,Kansas State,Wichita State,1,Wichita State
401483395,2022-12-03,Ohio State,St. Francis (PA),1,Ohio State
401483424,2022-12-03,Marquette,Wisconsin,1,Marquette
401483424,2022-12-03,Marquette,Wisconsin,3,Wisconsin
401484369,2022-12-03,Rhode Island,Providence,1,Providence
401484834,2022-12-03,Rutgers,Indiana,1,Indiana
401484864,2022-12-03,Furman,South Carolina State,1,South Carolina State
401485053,2022-12-03,VMI,Navy,1,Navy
401485165,2022-12-03,Loyola Chicago,DePaul,1,DePaul
401485165,2022-12-03,Loyola Chicago,DePaul,3,DePaul
401485166,2022-12-03,Butler,Tennessee Tech,1,Butler
401485167,2022-12-03,Xavier,West Virginia,1,Xavier
401485325,2022-12-03,Queens University,Paine,1,Queens University
401485475,2022-12-03,Old Dominion,Norfolk State,1,Norfolk State
401485516,2022-12-03,East Tennessee State,Jacksonville State,1,East Tennessee State
401486959,2022-12-03,Fairfield,Saint Peter's,1,Fairfield
401486960,2022-12-03,Mount St. Mary's,Rider,1,Rider
401487159,2022-12-03,UTEP,Northern New Mexico,1,Northern New Mexico
401487283,2022-12-03,Portland State,Air Force,1,Portland State
401487293,2022-12-03,Colorado State,Northern Colorado,1,Northern Colorado
401487370,2022-12-03,Dartmouth,Cal State Bakersfield,1,Cal State Bakersfield
401487393,2022-12-03,San Diego,UNLV,1,San Diego
401487457,2022-12-03,Pennsylvania,La Salle,1,Pennsylvania
401487457,2022-12-03,Pennsylvania,La Salle,3,La Salle
401487476,2022-12-03,Stony Brook,Yale,1,Stony Brook
401487512,2022-12-03,Holy Cross,Central Connecticut,1,Holy Cross
401487523,2022-12-03,Saint Joseph's,Fairleigh Dickinson,1,Fairleigh Dickinson
401487616,2022-12-03,Dayton,SE Louisiana,1,Dayton
401487622,2022-12-03,Duquesne,Ball State,1,Duquesne
401487632,2022-12-03,Tulane,Fordham,1,Fordham
401487639,2022-12-03,George Mason,Toledo,1,George Mason
401487672,2022-12-03,William & Mary,Richmond,1,William & Mary
401487685,2022-12-03,Saint Louis,Southern Illinois,1,Saint Louis
401487694,2022-12-03,Buffalo,St. Bonaventure,1,Buffalo
401487706,2022-12-03,Temple,VCU,1,Temple
401488146,2022-12-03,UC Santa Barbara,Pacific,1,UC Santa Barbara
401488196,2022-12-03,UC Irvine,Fresno State,1,UC Irvine
401488212,2022-12-03,Utah Valley,Long Beach State,1,Utah Valley
401488383,2022-12-03,Alabama,South Dakota State,1,South Dakota State
401488390,2022-12-03,Virginia,Florida State,1,Virginia
401488391,2022-12-03,Notre Dame,Syracuse,1,Syracuse
401488392,2022-12-03,Duke,Boston College,1,Boston College
401488545,2022-12-03,UNC Asheville,UT Martin,1,UNC Asheville
401488693,2022-12-03,Houston,Saint Mary's,1,Houston
401488729,2022-12-03,SMU,Jackson State,1,Jackson State
401488783,2022-12-03,Eastern Washington,North Dakota State,1,Eastern Washington
401488788,2022-12-03,Western Carolina,South Carolina Upstate,1,South Carolina Upstate
401489024,2022-12-03,Portland,North Dakota,1,North Dakota
401489033,2022-12-03,Pepperdine,Northern Arizona,1,Pepperdine
401489059,2022-12-03,BYU,South Dakota,1,South Dakota
401489071,2022-12-03,Weber State,Utah Tech,1,Utah Tech
401489082,2022-12-03,Western Illinois,UT Rio Grande Valley,1,Western Illinois
401489097,2022-12-03,Idaho State,Southern Utah,1,Idaho State
401489112,2022-12-03,Wyoming,Grand Canyon,1,Wyoming
401489485,2022-12-03,Cal Poly,California Baptist,1,Cal Poly
401489493,2022-12-03,UL Monroe,Champion Christian College,1,Champion Christian College
401489537,2022-12-03,Winthrop,Coastal Carolina,1,Winthrop
401489567,2022-12-03,North Texas,Omaha,1,North Texas
401489586,2022-12-03,Kansas City,Lindenwood,1,Lindenwood
401489617,2022-12-03,New Orleans,Louisiana,1,New Orleans
401489666,2022-12-03,Elon,UNC Greensboro,1,Elon
401489696,2022-12-03,Sacred Heart,UMass Lowell,1,UMass Lowell
401489709,2022-12-03,Lehigh,UMBC,1,UMBC
401489757,2022-12-03,Middle Tennessee,Maryville College (TN),1,Maryville College (TN)
401490126,2022-12-03,Missouri State,Bradley,1,Missouri State
401490127,2022-12-03,Northern Iowa,Evansville,1,Northern Iowa
401490128,2022-12-03,Drake,UIC,1,Drake
401490451,2022-12-03,Loyola Maryland,Coppin State,1,Coppin State
401490466,2022-12-03,Delaware State,Longwood,1,Delaware State
401490548,2022-12-03,Army,Wagner,1,Wagner
401491653,2022-12-03,Binghamton,Stonehill,1,Binghamton
401491669,2022-12-03,NJIT,Bucknell,1,NJIT
401491675,2022-12-03,Columbia,New Hampshire,1,Columbia
401491718,2022-12-03,Gardner-Webb,Chattanooga,1,Chattanooga
401491725,2022-12-03,High Point,North Florida,1,North Florida
401491794,2022-12-03,Delaware,Davidson,1,Delaware
401491812,2022-12-03,The Citadel,Charleston,1,The Citadel
401491823,2022-12-03,Drexel,Princeton,1,Princeton
401491831,2022-12-03,Hampton,Howard,1,Howard
401491874,2022-12-03,Tulsa,Oral Roberts,1,Tulsa
401491881,2022-12-03,Marshall,Ohio,1,Ohio
401491898,2022-12-03,Morehead State,North Alabama,1,North Alabama
401493722,2022-12-03,Mississippi State,Mississippi Valley State,1,Mississippi State
401493730,2022-12-03,Bowling Green,Morgan State,1,Bowling Green
401493739,2022-12-03,Miami (OH),Indiana State,1,Miami (OH)
401493793,2022-12-03,Eastern Illinois,Blackburn,1,Eastern Illinois
401493812,2022-12-03,SIU Edwardsville,Troy,1,Troy
401493823,2022-12-03,Austin Peay,Tennessee State,1,Tennessee State
401493960,2022-12-03,Santa Clara,Sacramento State,1,Santa Clara
401494410,2022-12-03,Arkansas,San Jos̩ State,1,Arkansas
401494481,2022-12-03,Arkansas-Pine Bluff,Arkansas Baptist,1,Arkansas Baptist
401496899,2022-12-03,Central Michigan,Alma College,1,Alma College
401496941,2022-12-03,North Carolina Central,St. Andrews,1,North Carolina Central
401497503,2022-12-03,Tarleton,Wiley,1,Tarleton
